Date,Purchaser Name,Denomination
Date,of Purchase Purchaser,Denomination
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,1000000
12/Apr/2019,A B C INDIA,1000000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,1000000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,A B C INDIA,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,1000000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,100000
12/Apr/2019,ACROPOLIS MAINTENANCE SERVICES PRIVATE,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,10000000
12/Apr/2019,ESSEL MINING AND INDS,1000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,GRASIM INDUSTRIES,10000000
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT,1000000
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT,1000000
12/Apr/2019,HIGHSTREET CRUISES AND ENTERTAINMENT PVT,1000000
12/Apr/2019,INNOCENT MERCHANDISE PVT,1000000
12/Apr/2019,INNOCENT MERCHANDISE PVT,100000
12/Apr/2019,INNOCENT MERCHANDISE PVT,100000
12/Apr/2019,INNOCENT MERCHANDISE PVT,100000
12/Apr/2019,INNOCENT MERCHANDISE PVT,100000
12/Apr/2019,INNOCENT MERCHANDISE PVT,1000000
12/Apr/2019,INNOCENT MERCHANDISE PVT,100000
12/Apr/2019,KAMLANG SAW & VENEER MILLS PVT,1000000
12/Apr/2019,KAMLANG SAW & VENEER MILLS PVT,1000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MEGHA ENGINEERING AND INFRASTRUCTURES LI,10000000
12/Apr/2019,MERLIN RECREATION PVT,100000
12/Apr/2019,MERLIN RECREATION PVT,1000000
12/Apr/2019,MERLIN RECREATION PVT,100000
12/Apr/2019,MERLIN RECREATION PVT,100000
12/Apr/2019,MERLIN RECREATION PVT,1000000
12/Apr/2019,MERLIN RECREATION PVT,100000
12/Apr/2019,MERLIN RECREATION PVT,100000
12/Apr/2019,OMKAR VENTURES PVT,10000000
12/Apr/2019,OMKAR VENTURES PVT,10000000
12/Apr/2019,OMKAR VENTURES PVT,10000000
12/Apr/2019,OMKAR VENTURES PVT,10000000
12/Apr/2019,PATEL HIGHWAY MANAGEMENT PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PHL FINIVEST PVT,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL CAPITAL AND HOUSING FINANCE,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PIRAMAL ENTERPRISES,10000000
12/Apr/2019,PONUGOTI HEMENDAR,100000
12/Apr/2019,PONUGOTI HEMENDAR,100000
12/Apr/2019,PONUGOTI HEMENDAR,100000
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE,10000000
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE,10000000
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE,10000000
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE,10000000
12/Apr/2019,RENUKA INVESTMENTS AND FINANCE,10000000
12/Apr/2019,RENUKESHWAR INVESTMENTS PVT,10000000
12/Apr/2019,RENUKESHWAR INVESTMENTS PVT,10000000
12/Apr/2019,RENUKESHWAR INVESTMENTS PVT,10000000
12/Apr/2019,RENUKESHWAR INVESTMENTS PVT,10000000
12/Apr/2019,RENUKESHWAR INVESTMENTS PVT,10000000
12/Apr/2019,SHIVAM TRANSCON PRIVATE,1000000
12/Apr/2019,SHIVAM TRANSCON PRIVATE,1000000
12/Apr/2019,SHIVAM TRANSCON PRIVATE,1000000
12/Apr/2019,SHIVAM TRANSCON PRIVATE,1000000
12/Apr/2019,SHIVAM TRANSCON PRIVATE,1000000
12/Apr/2019,SKYWORLD DEVELOPERS,100000
12/Apr/2019,SKYWORLD DEVELOPERS,100000
12/Apr/2019,SKYWORLD DEVELOPERS,100000
12/Apr/2019,SKYWORLD DEVELOPERS,100000
12/Apr/2019,SKYWORLD DEVELOPERS,1000000
12/Apr/2019,SKYWORLD DEVELOPERS,100000
15/Apr/2019,ALOK NARAYAN,10000000
15/Apr/2019,ALOK NARAYAN,1000000
15/Apr/2019,ALOK NARAYAN,1000000
15/Apr/2019,ALOK NARAYAN,1000000
15/Apr/2019,ALOK NARAYAN,10000000
15/Apr/2019,ALOK NARAYAN,1000000
15/Apr/2019,ALOK NARAYAN,10000000
15/Apr/2019,BELLWEY INTERNATIONAL,1000000
15/Apr/2019,BELLWEY INTERNATIONAL,1000000
15/Apr/2019,BELLWEY INTERNATIONAL,1000000
15/Apr/2019,BELLWEY INTERNATIONAL,1000000
15/Apr/2019,BELLWEY INTERNATIONAL,1000000
15/Apr/2019,CHHATTISGARH DISTILLERIES,10000000
15/Apr/2019,DEMPO INDUSTRIES PVT,100000
15/Apr/2019,DEMPO INDUSTRIES PVT,100000
15/Apr/2019,DEMPO INDUSTRIES PVT,100000
15/Apr/2019,DEMPO INDUSTRIES PVT,100000
15/Apr/2019,DEMPO INDUSTRIES PVT,100000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,GUJARAT FLUORO CHEMICALS,10000000
15/Apr/2019,KOTESWAR RAO,100000
15/Apr/2019,KOTESWAR RAO,100000
15/Apr/2019,KOTESWAR RAO,100000
15/Apr/2019,KOTESWAR RAO,100000
15/Apr/2019,KOTESWAR RAO,100000
15/Apr/2019,MOHINDER KUMAR,1000000
15/Apr/2019,MOHINDER KUMAR,100000
15/Apr/2019,MOHINDER KUMAR,100000
15/Apr/2019,MOHINDER KUMAR,100000
15/Apr/2019,MOHINDER KUMAR,100000
15/Apr/2019,MOHINDER KUMAR,100000
15/Apr/2019,MOHINDER KUMAR,1000000
15/Apr/2019,MR RAJ DEEPAK,100000
15/Apr/2019,MR RAJ DEEPAK,100000
15/Apr/2019,MR RAJ DEEPAK,100000
15/Apr/2019,MR RAJ DEEPAK,100000
15/Apr/2019,MR RAJ DEEPAK,100000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,MS PEARL GLOBAL INDUSTRIES LTD,1000000
15/Apr/2019,OCEAN SPARKLE,1000000
15/Apr/2019,PAPPI REDDY KISHORE KUMAR,100000
15/Apr/2019,PAPPI REDDY KISHORE KUMAR,100000
15/Apr/2019,PAPPI REDDY KISHORE KUMAR,100000
15/Apr/2019,PAPPI REDDY KISHORE KUMAR,100000
15/Apr/2019,PAPPI REDDY KISHORE KUMAR,100000
15/Apr/2019,PEDDIREDDY RAMANJANEYA,100000
15/Apr/2019,PEDDIREDDY RAMANJANEYA,100000
15/Apr/2019,PEDDIREDDY RAMANJANEYA,100000
15/Apr/2019,PEDDIREDDY RAMANJANEYA,100000
15/Apr/2019,PEDDIREDDY RAMANJANEYA,100000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,PRL DEVELOPERS PRIVATE,10000000
15/Apr/2019,SANGIREDDY THIRUPATHI,100000
15/Apr/2019,SANGIREDDY THIRUPATHI,100000
15/Apr/2019,SANGIREDDY THIRUPATHI,100000
15/Apr/2019,SANGIREDDY THIRUPATHI,100000
15/Apr/2019,SANGIREDDY THIRUPATHI,100000
15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS,10000000
15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS,10000000
15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS,10000000
15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS,10000000
15/Apr/2019,SHANKARANARAYANA CONSTRUCTIONS,10000000
15/Apr/2019,SRI KRISHNA,10000000
15/Apr/2019,SRI KRISHNA,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,1000000
15/Apr/2019,SUN PHARMA LABORATORIES,1000000
15/Apr/2019,SUN PHARMA LABORATORIES,10000000
15/Apr/2019,SUN PHARMA LABORATORIES,1000000
15/Apr/2019,SUN PHARMA LABORATORIES,1000000
15/Apr/2019,SUN PHARMA LABORATORIES,1000000
15/Apr/2019,UTKAL ALUMINA INTERNATIONAL,1000000
15/Apr/2019,UTKAL ALUMINA INTERNATIONAL,1000000
15/Apr/2019,VARDHMAN TEXTILES,1000000
15/Apr/2019,VARDHMAN TEXTILES,1000000
15/Apr/2019,VARDHMAN TEXTILES,100000
15/Apr/2019,VARDHMAN TEXTILES,100000
15/Apr/2019,VARDHMAN TEXTILES,100000
15/Apr/2019,VARDHMAN TEXTILES,100000
15/Apr/2019,VARDHMAN TEXTILES,100000
15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE,100000
15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE,100000
15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE,100000
15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE,100000
15/Apr/2019,VASSUDEVA DEMPO FAMILY PRIVATE,100000
16/Apr/2019,BELLWEY INTERNATIONAL,1000000
16/Apr/2019,BELLWEY INTERNATIONAL,1000000
16/Apr/2019,BELLWEY INTERNATIONAL,1000000
16/Apr/2019,BELLWEY INTERNATIONAL,1000000
16/Apr/2019,BELLWEY INTERNATIONAL,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,100000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,100000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,100000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,100000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,100000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,CAVALIER TRANSPORTERS PRIVATE,1000000
16/Apr/2019,IDEAL REAL ESTATES PRIVATE,10000000
16/Apr/2019,JAI SUSPENSION SYSTEMS,1000000
16/Apr/2019,JAI SUSPENSION SYSTEMS,1000000
16/Apr/2019,JAI SUSPENSION SYSTEMS,1000000
16/Apr/2019,JAI SUSPENSION SYSTEMS,1000000
16/Apr/2019,JAI SUSPENSION SYSTEMS,1000000
16/Apr/2019,JUBILANT LIFE SCIENCES,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
16/Apr/2019,KEVENTER FOODPARK INFRA,10000000
